userid,itemid,rating,timestamp
458,357,3,886397275
533,283,3,879365733
566,122,2,881651583
345,15,4,884991220
474,188,5,887926437
307,515,4,875680871
244,240,3,880604858
49,403,3,888069636
643,28,4,891448002
798,87,3,875639680
85,523,4,879453965
561,156,4,885807484
92,200,3,875811717
308,131,4,887739383
621,385,5,874963797
716,73,4,879797256
393,227,4,889728385
637,408,5,882901355
463,246,4,877387935
916,931,1,880843798
864,186,4,888887658
568,303,4,877906697
790,214,3,885156618
629,9,4,880117485
422,452,3,879744183
617,440,4,883789635
548,657,5,891044411
619,550,5,885954134
894,350,3,886027788
493,115,4,884131665
82,99,4,878769949
882,929,1,879863176
655,863,3,887473995
666,186,2,880139587
908,55,3,879722334
868,169,5,877106505
58,89,3,884305220
922,450,4,891447876
294,346,3,889241377
207,322,3,879001724
397,680,1,875063649
405,737,1,885546487
561,88,2,885810769
379,219,3,890464337
577,546,3,880470483
618,203,3,891308176
429,234,4,882386566
682,167,2,888522101
639,740,4,891239324
738,88,3,875351712
193,562,3,889126055
881,9,3,876536198
560,813,4,879976478
782,1138,2,891499699
429,179,3,882385012
13,491,4,882140166
342,3,2,875318606
130,249,5,876250746
16,318,5,877718107
532,333,4,875441189
634,323,4,875729217
334,684,4,891545768
619,293,3,885953804
458,956,5,886397377
201,302,4,884110637
586,72,2,884067378
235,190,4,889656007
854,79,4,882814298
222,829,3,877563934
622,204,3,882592559
250,293,4,878089921
10,602,5,877889057
405,999,1,885547557
894,347,4,885427952
561,1267,3,885809690
327,435,4,888251521
922,371,3,891448348
334,176,3,891547040
233,47,5,877661881
890,195,5,882403045
397,896,4,889760725
11,168,3,891904949
587,331,3,892871197
405,1074,3,885546636
201,185,5,884111217
518,14,3,876822923
545,78,2,884134578
312,132,5,891699121
643,23,5,891447835
405,1562,1,885549506
542,772,4,886533694
493,876,1,884129923
184,1396,4,889913490
605,527,4,879424429
747,133,5,888732695
90,486,5,891383912
497,325,2,878759505
804,228,4,879441391
85,193,3,879454189
788,204,3,880868644
125,269,1,879454002
347,172,5,881653933
393,1407,3,889731010
749,736,3,878847988
908,204,4,879722427
221,154,3,875245907
715,939,4,875964545
454,939,2,888267386
201,213,4,884111873
305,12,5,886322930
887,206,5,881381471
