user_id,item_id,rating,timestamp
1865.0,4677.0,10.0,1180713600.0
651.0,22686.0,50.0,1310054400.0
950.0,38080.0,10.0,1254844800.0
2128.0,74978.0,40.0,1204473600.0
3688.0,3217.0,10.0,1008604800.0
2727.0,3397.0,50.0,1005494400.0
2286.0,3471.0,30.0,994780800.0
1038.0,16334.0,40.0,1249228800.0
1434.0,35188.0,30.0,1277049600.0
915.0,35124.0,50.0,1314806400.0
1461.0,3431.0,50.0,1001952000.0
2149.0,1413.0,50.0,1139414400.0
863.0,29855.0,50.0,1315065600.0
7539.0,3583.0,10.0,985363200.0
1930.0,68883.0,40.0,1310832000.0
1.0,2406.0,50.0,1173369600.0
8670.0,109825.0,50.0,1304006400.0
1.0,2441.0,40.0,1166803200.0
5352.0,15815.0,40.0,991756800.0
2.0,3312.0,50.0,972489600.0
2430.0,43479.0,50.0,1068912000.0
3418.0,5311.0,50.0,1304352000.0
1726.0,64149.0,50.0,987436800.0
3422.0,24505.0,40.0,1246896000.0
861.0,29090.0,40.0,1091203200.0
2.0,2794.0,40.0,1312992000.0
0.0,605.0,40.0,1247500800.0
1523.0,27530.0,50.0,1061136000.0
180.0,13843.0,40.0,990201600.0
1012.0,42273.0,50.0,980438400.0
566.0,20302.0,40.0,1178467200.0
2331.0,60444.0,50.0,1062864000.0
1601.0,61081.0,50.0,966960000.0
960.0,38604.0,40.0,1266854400.0
1193.0,50370.0,50.0,1157212800.0
864.0,31061.0,50.0,1230912000.0
5739.0,3519.0,10.0,964627200.0
2096.0,3770.0,50.0,1273507200.0
2588.0,52520.0,40.0,977328000.0
1399.0,3124.0,10.0,1084377600.0
7307.0,14008.0,30.0,1126022400.0
601.0,21377.0,50.0,1311264000.0
1592.0,8888.0,50.0,1038931200.0
919.0,12025.0,30.0,1289404800.0
33.0,11476.0,50.0,1061740800.0
956.0,33943.0,50.0,1225814400.0
909.0,34584.0,40.0,1298304000.0
860.0,28794.0,50.0,1172073600.0
253.0,14696.0,40.0,1085587200.0
1930.0,22041.0,40.0,1311436800.0
939.0,37082.0,40.0,1264348800.0
2806.0,84657.0,40.0,1300464000.0
1459.0,2919.0,20.0,1270915200.0
1047.0,44109.0,40.0,1286208000.0
1182.0,49984.0,40.0,1182096000.0
601.0,21432.0,50.0,1302537600.0
5016.0,633.0,40.0,1106928000.0
3518.0,71443.0,30.0,1207670400.0
2056.0,72368.0,50.0,1194105600.0
6.0,6280.0,30.0,1256572800.0
960.0,38544.0,30.0,1270224000.0
1145.0,6320.0,50.0,1153756800.0
1749.0,16059.0,40.0,1022601600.0
1177.0,49683.0,30.0,1122825600.0
734.0,26638.0,50.0,1278259200.0
1668.0,62360.0,40.0,988473600.0
1047.0,7216.0,40.0,1193155200.0
884.0,24560.0,30.0,1313596800.0
1242.0,52040.0,50.0,1091721600.0
1253.0,52391.0,50.0,1088265600.0
896.0,33876.0,30.0,1298908800.0
1959.0,70248.0,50.0,1301241600.0
1601.0,16858.0,30.0,1284134400.0
2056.0,8160.0,50.0,1206288000.0
960.0,38904.0,50.0,1251043200.0
2034.0,34746.0,30.0,1271952000.0
0.0,150.0,40.0,1297958400.0
2464.0,61894.0,50.0,993052800.0
2071.0,24039.0,30.0,1199462400.0
2715.0,36072.0,50.0,1288800000.0
745.0,26899.0,50.0,1252771200.0
1448.0,8001.0,20.0,1281888000.0
2064.0,47993.0,50.0,1220803200.0
873.0,2837.0,50.0,1276790400.0
593.0,21114.0,50.0,1310745600.0
882.0,26281.0,50.0,1303747200.0
1844.0,3554.0,30.0,982339200.0
2069.0,6279.0,20.0,1251216000.0
1601.0,5250.0,50.0,1316620800.0
3688.0,15568.0,20.0,985449600.0
1217.0,7226.0,40.0,1250179200.0
960.0,38332.0,20.0,1279036800.0
864.0,30108.0,40.0,1221408000.0
2633.0,81522.0,40.0,1288108800.0
2609.0,8497.0,50.0,1293984000.0
3718.0,1689.0,20.0,1203091200.0
2.0,3386.0,40.0,1007481600.0
1098.0,1674.0,30.0,1299081600.0
704.0,25457.0,50.0,1280419200.0
2056.0,72381.0,40.0,1185984000.0
1045.0,24909.0,10.0,1190217600.0
1818.0,13299.0,50.0,982339200.0
1838.0,58600.0,20.0,976464000.0
1601.0,61080.0,50.0,967046400.0
7367.0,61421.0,40.0,985449600.0
1119.0,46942.0,40.0,1183910400.0
5519.0,14412.0,50.0,977155200.0
3424.0,6020.0,40.0,1244217600.0
2056.0,35899.0,40.0,1280592000.0
3734.0,94573.0,40.0,1191254400.0
1788.0,12573.0,30.0,980092800.0
4421.0,50689.0,40.0,1076688000.0
2050.0,5566.0,30.0,1229356800.0
3490.0,1877.0,20.0,1291824000.0
1712.0,42316.0,40.0,981734400.0
864.0,30706.0,50.0,1283184000.0
562.0,20172.0,50.0,1190217600.0
719.0,25959.0,50.0,1291564800.0
1536.0,59691.0,50.0,1001088000.0
1.0,2770.0,50.0,1124640000.0
1.0,1778.0,40.0,1265990400.0
2064.0,19695.0,30.0,1224432000.0
3688.0,63472.0,50.0,986227200.0
3734.0,7298.0,50.0,1272297600.0
1045.0,4132.0,30.0,1221321600.0
1876.0,67316.0,40.0,1290096000.0
1440.0,2954.0,30.0,1262620800.0
9.0,8630.0,40.0,1239033600.0
3688.0,5224.0,10.0,985449600.0
1459.0,4091.0,30.0,1268150400.0
1047.0,17867.0,50.0,1208707200.0
3490.0,91877.0,10.0,1182096000.0
1601.0,60912.0,40.0,1279555200.0
1838.0,63169.0,20.0,976550400.0
1844.0,66036.0,40.0,984240000.0
1002.0,41724.0,50.0,1297526400.0
652.0,2188.0,40.0,1226851200.0
2541.0,79659.0,40.0,974131200.0
6512.0,47859.0,30.0,989769600.0
6704.0,104947.0,50.0,969033600.0
1918.0,20971.0,50.0,1124640000.0
885.0,33129.0,50.0,1185724800.0
1486.0,58845.0,50.0,1147017600.0
2224.0,14837.0,50.0,1054656000.0
2707.0,70760.0,40.0,1298908800.0
1553.0,31699.0,50.0,964627200.0
974.0,40520.0,10.0,1224345600.0
3575.0,92741.0,40.0,1084550400.0
1083.0,45425.0,40.0,1222876800.0
1552.0,40775.0,30.0,1057248000.0
1038.0,43612.0,30.0,1241539200.0
7307.0,8477.0,50.0,995472000.0
12.0,10429.0,40.0,1211644800.0
3401.0,31158.0,40.0,1301500800.0
1304.0,14604.0,40.0,1073664000.0
2128.0,74594.0,10.0,1312387200.0
1379.0,54636.0,40.0,1030982400.0
1438.0,46316.0,30.0,1303488000.0
5289.0,5537.0,50.0,984153600.0
1709.0,5005.0,40.0,1162828800.0
1.0,2081.0,40.0,1222358400.0
1453.0,57917.0,40.0,1307721600.0
3225.0,1066.0,40.0,1246464000.0
1726.0,3223.0,40.0,995817600.0
3518.0,92273.0,40.0,1186243200.0
1959.0,5661.0,50.0,1177257600.0
6539.0,1635.0,20.0,967651200.0
1968.0,70446.0,50.0,1062345600.0
5739.0,13721.0,50.0,964281600.0
1947.0,15970.0,30.0,1299168000.0
2037.0,71669.0,40.0,1270310400.0
2700.0,24966.0,50.0,1309449600.0
1942.0,26102.0,50.0,1237392000.0
1177.0,49512.0,30.0,1264780800.0
911.0,34694.0,50.0,1302883200.0
6101.0,3554.0,40.0,963676800.0
1540.0,59713.0,50.0,1124121600.0
1994.0,1694.0,50.0,1198425600.0
862.0,29805.0,40.0,1075651200.0
864.0,31026.0,40.0,1240070400.0
1401.0,55027.0,40.0,1160496000.0
1036.0,12594.0,40.0,1151856000.0
1901.0,68113.0,50.0,1140364800.0
1339.0,34593.0,50.0,1061308800.0
7539.0,105741.0,50.0,983030400.0
864.0,10641.0,20.0,1237996800.0
1404.0,52350.0,50.0,1032710400.0
2287.0,76994.0,50.0,1115049600.0
1942.0,9172.0,50.0,1240934400.0
887.0,33443.0,30.0,1222963200.0
1213.0,51189.0,40.0,1050249600.0
1592.0,60636.0,40.0,1070640000.0
3549.0,7946.0,20.0,1183305600.0
3703.0,93806.0,40.0,1308758400.0
862.0,29262.0,40.0,1306684800.0
1405.0,9429.0,50.0,996508800.0
2286.0,14806.0,40.0,965836800.0
1592.0,60653.0,40.0,1048176000.0
1459.0,49725.0,20.0,1257350400.0
1036.0,43447.0,50.0,1140537600.0
1672.0,62625.0,30.0,1006876800.0
1637.0,3015.0,50.0,998323200.0
2331.0,9358.0,50.0,1303228800.0
1150.0,1597.0,50.0,1145203200.0
3486.0,91761.0,40.0,1281974400.0
1304.0,53391.0,20.0,1098720000.0
935.0,23352.0,50.0,1310659200.0
7676.0,86483.0,20.0,974304000.0
2707.0,82698.0,50.0,1274457600.0
1459.0,40461.0,40.0,1272816000.0
999.0,41522.0,40.0,1208880000.0
1399.0,1619.0,50.0,1049299200.0
3221.0,88335.0,50.0,1294761600.0
279.0,15411.0,40.0,1242144000.0
2128.0,74897.0,40.0,1241452800.0
1302.0,53285.0,50.0,1031846400.0
956.0,38193.0,50.0,1313510400.0
1045.0,21161.0,50.0,1301846400.0
949.0,13830.0,40.0,1255276800.0
8.0,7873.0,50.0,1203523200.0
1942.0,69459.0,50.0,1242748800.0
6704.0,65517.0,50.0,969465600.0
558.0,19939.0,50.0,1256400000.0
1168.0,42681.0,40.0,1143648000.0
1002.0,41790.0,50.0,1279555200.0
1638.0,3449.0,50.0,1031846400.0
1723.0,3758.0,40.0,967996800.0
1143.0,48112.0,40.0,1252598400.0
9.0,8227.0,40.0,1277913600.0
1658.0,6794.0,50.0,1017504000.0
592.0,20988.0,30.0,1310400000.0
3424.0,1941.0,40.0,1231948800.0
1614.0,61276.0,50.0,1031155200.0
2.0,3143.0,30.0,1072108800.0
1812.0,35108.0,40.0,985017600.0
1815.0,65904.0,40.0,1039795200.0
1914.0,49069.0,40.0,1154620800.0
3436.0,10511.0,50.0,1214582400.0
1845.0,12233.0,50.0,978624000.0
870.0,31613.0,50.0,1308067200.0
1601.0,60667.0,40.0,1303747200.0
3656.0,8151.0,10.0,1173283200.0
1021.0,42892.0,40.0,1251216000.0
1177.0,49638.0,10.0,1155571200.0
1445.0,57389.0,50.0,1311004800.0
2029.0,34976.0,40.0,1089129600.0
3490.0,6251.0,20.0,1256659200.0
1159.0,48799.0,30.0,1311868800.0
974.0,2212.0,10.0,1216915200.0
2000.0,4821.0,30.0,1096041600.0
2715.0,82568.0,50.0,1281283200.0
2096.0,73577.0,50.0,1298563200.0
8.0,7038.0,50.0,1296230400.0
2721.0,49258.0,50.0,1280419200.0
1080.0,14087.0,40.0,978710400.0
1681.0,15993.0,50.0,1062000000.0
2149.0,3448.0,50.0,1159200000.0
3490.0,69273.0,10.0,1280851200.0
864.0,30969.0,40.0,1269619200.0
1994.0,70761.0,40.0,1232985600.0
2.0,3396.0,40.0,1005753600.0
864.0,30687.0,40.0,1287590400.0
1193.0,19348.0,50.0,1125504000.0
2728.0,43480.0,40.0,1083945600.0
878.0,32336.0,50.0,1316361600.0
1138.0,47842.0,40.0,1068998400.0
1959.0,70199.0,40.0,1312992000.0
3418.0,90562.0,50.0,1292947200.0
3734.0,4004.0,40.0,1234022400.0
1917.0,68395.0,50.0,1149782400.0
2609.0,434.0,50.0,1304352000.0
2631.0,77347.0,50.0,1190131200.0
667.0,24558.0,40.0,1253462400.0
5.0,1525.0,50.0,1177776000.0
3026.0,86442.0,50.0,1256227200.0
1601.0,60837.0,40.0,1299600000.0
960.0,38907.0,30.0,1250956800.0
2053.0,72099.0,20.0,1284480000.0
1148.0,6913.0,30.0,1145894400.0
8.0,6913.0,40.0,1239379200.0
1578.0,3448.0,50.0,993830400.0
5739.0,66306.0,30.0,966182400.0
2559.0,63799.0,40.0,978710400.0
2124.0,74461.0,40.0,1152633600.0
885.0,33148.0,40.0,1164384000.0
3302.0,17437.0,50.0,1116172800.0
1741.0,13437.0,20.0,999532800.0
6704.0,52100.0,40.0,970675200.0
2588.0,5120.0,50.0,978624000.0
10.0,9236.0,40.0,1031673600.0
1818.0,5229.0,40.0,982512000.0
1401.0,16843.0,50.0,1021305600.0
652.0,23225.0,40.0,1227024000.0
1.0,1859.0,40.0,1255190400.0
1002.0,41825.0,50.0,1227369600.0
960.0,39152.0,40.0,1240070400.0
2.0,3733.0,30.0,964800000.0
1567.0,60221.0,40.0,1239120000.0
2854.0,85147.0,40.0,1280160000.0
11.0,9738.0,40.0,1258128000.0
1931.0,68962.0,40.0,1302192000.0
2631.0,81398.0,40.0,1239033600.0
3490.0,60704.0,40.0,1095782400.0
7135.0,4993.0,50.0,1108137600.0
1045.0,43800.0,40.0,1303833600.0
1947.0,69715.0,10.0,1273593600.0
863.0,3468.0,40.0,1034265600.0
1438.0,57154.0,40.0,1282579200.0
9.0,7962.0,50.0,1305475200.0
922.0,36118.0,50.0,1266163200.0
2609.0,80488.0,50.0,1302019200.0
862.0,22746.0,40.0,1243699200.0
862.0,29384.0,40.0,1278864000.0
6687.0,16491.0,40.0,967564800.0
1844.0,3424.0,40.0,983203200.0
652.0,22750.0,50.0,1305302400.0
2707.0,82667.0,30.0,1290009600.0
652.0,9349.0,40.0,1230652800.0
5.0,3216.0,30.0,1162656000.0
915.0,31539.0,40.0,1310140800.0
972.0,40053.0,40.0,1286726400.0
3549.0,22519.0,40.0,1102521600.0
3490.0,34617.0,30.0,1253116800.0
7.0,6941.0,50.0,1067961600.0
7135.0,29040.0,40.0,1115913600.0
1159.0,257.0,40.0,1219334400.0
1420.0,56011.0,50.0,1298476800.0
667.0,7902.0,50.0,1252598400.0
6.0,6169.0,50.0,1279296000.0
1709.0,14454.0,50.0,1095177600.0
864.0,5683.0,50.0,1269964800.0
869.0,31348.0,50.0,1312646400.0
1672.0,47399.0,30.0,966355200.0
5.0,5524.0,40.0,1243440000.0
9.0,8783.0,40.0,1211817600.0
2053.0,41352.0,50.0,1212163200.0
6512.0,4867.0,50.0,986054400.0
1418.0,55679.0,40.0,1160323200.0
863.0,30333.0,30.0,1040572800.0
694.0,25177.0,50.0,1286121600.0
1445.0,57451.0,50.0,1268236800.0
1217.0,51344.0,30.0,1291737600.0
1104.0,46288.0,50.0,1270137600.0
890.0,6021.0,50.0,1295625600.0
1778.0,65105.0,20.0,986400000.0
2470.0,33471.0,30.0,978364800.0
1658.0,17358.0,10.0,1078848000.0
875.0,32268.0,50.0,1307289600.0
1159.0,32966.0,50.0,1221494400.0
1726.0,668.0,30.0,1038585600.0
5016.0,8879.0,30.0,1167667200.0
2.0,3153.0,50.0,1067788800.0
6.0,4165.0,50.0,1238256000.0
1672.0,47577.0,50.0,1004976000.0
2717.0,10192.0,50.0,1150560000.0
972.0,40091.0,20.0,1276272000.0
972.0,40015.0,40.0,1305648000.0
3688.0,55156.0,30.0,970848000.0
1090.0,45753.0,40.0,1171382400.0
2039.0,7999.0,40.0,1219420800.0
1844.0,66560.0,30.0,981561600.0
2470.0,60130.0,10.0,995385600.0
574.0,20461.0,40.0,1289491200.0
925.0,36298.0,20.0,1172073600.0
3486.0,91720.0,50.0,1308758400.0
2110.0,58161.0,50.0,1208016000.0
1672.0,12429.0,40.0,1001433600.0
1638.0,22748.0,10.0,1078761600.0
2029.0,71259.0,50.0,1104163200.0
503.0,18872.0,50.0,1105027200.0
1845.0,44260.0,50.0,981561600.0
1401.0,42245.0,50.0,1008259200.0
1242.0,26446.0,40.0,1105891200.0
1567.0,47777.0,40.0,1162828800.0
1774.0,64969.0,50.0,1002816000.0
1541.0,59822.0,20.0,988732800.0
1159.0,48929.0,50.0,1286726400.0
2715.0,25381.0,50.0,1285430400.0
2286.0,55281.0,40.0,964627200.0
960.0,38836.0,30.0,1252771200.0
279.0,11949.0,50.0,1205510400.0
1217.0,32796.0,50.0,1305043200.0
694.0,25171.0,50.0,1290009600.0
2.0,3014.0,50.0,1177344000.0
2.0,3627.0,30.0,978278400.0
947.0,37563.0,50.0,1273593600.0
